moment,label
MY HAPPIEST MOMENT EVERYDAY MY MOM SAY BYE TO MED WHEN I GET READY TO GO SOME WHERE.,affection
"My 15 year anniversary is coming up, and I'm planning a trip.",leisure
I was able to get a great nights sleep.,enjoy_the_moment
"I got the job I really needed and wanted, after weeks of trying and failing",achievement
my friends are celebrating my birthday function. that made me happy. they present many gifts to me,bonding
Yesterday my first born son graduated high school. He overcame so much in his life and adapted to living in the U.S. very well and was awarded a scholarship and graduated with honors. ,affection
I was happy because I found out my Grandmother came home from the hospital after hip surgery.,affection
I went to New Orleans with my best friend.,bonding
My daughter told me she loved me and she was glad that I was her dad and not someone else as I was trying to help her feel better since she was sick.,affection
When I won $50 on a lottery scratch card that I paid $1 for.,achievement
Getting back in touch and spending the day with an old friend that I had lost contact with for months.,bonding
I was able to get some house cleaning done.,achievement
I finally set up a payment plan for my credit card debt so that it would stop maxing out.,achievement
Got teeth cleaned at dentist for first time in a long time and had 0 cavities.,achievement
I was able to fix a problem in my house that saved me a lot of money.,achievement
I finished working on my cousins vehicle and got it fixed!,achievement
My boyfriend gave me some money.,affection
Played a video game for an hour without being interrupted.,leisure
I got a brand new car!,achievement
I did a bunch of chores that I needed to do.,achievement
Finding a roommate! I've been looking for quite a while now and I finally found the perfect roommate - I hope. This is such a good thing as it will take some of the rent burden off of me. Very excited!,bonding
"I wanted my friend to go to the store with me so I didn't have to go alone, and they did!",bonding
"While I was getting my bridal pictures done last night, a couple getting their engagement pictures taken walked by the area we were at and the woman yelled, ""You look absolutely stunning!""",enjoy_the_moment
Giving each of my children a kiss goodnight.,affection
I'm happy that it's Friday!!,enjoy_the_moment
"India is a land of festivals. There are many festivals. For the rituals of the festival one has to get up early in the morning. I also Got up early in the morning today. After daily routine i.e toothbrush, bath etc. I got ready for the rituals of the festival. It gives lot of pleasure in doing all these rituals. They keep your mind fresh. and give inner strength. Its a real HAPPY Moment. ",enjoy_the_moment
"I met a new co-worker and found out we have a lot in common, and became fast friends.  ",bonding
I was happy when I ordered a pizza and only had to pay for the delivery charge.,enjoy_the_moment
I heard from an old friend.,bonding
I bought a new smartphone.,achievement
I returned to the gym without pain after injuring my back.,exercise
Assisting to the act where I've received my Bachelor's Degree on Business Administration.,achievement
I took a hike and was able to climb and complete a mountain trail that was 2 miles uphill.,nature
My best friend told me he was moving back to town,bonding
I am happy that I'm going to propose to my girlfriend in a couple weeks.,affection
"My wife and I had a rather dry spell in terms of our intimacy. Money is tight, trying to save for a remodel, kids are sick, wife has an on-going ailment, so our stress levels have been high. We were getting on each others nerves a lot. Well her parents surprised us last weekend and took the kids. We spent the day together, getting coffee, cleaning house, drinking on the deck. We really connected all day. Then we had sex better than we have ever. In fact, all our moments together in the last week have been amazing. People say it gets better with age and I can attest.",affection
I was able to harvest my cannabis plant earlier today. Harvest day is always my happiest day once every 3 months or so. ,achievement
I bought a new phone,achievement
when i am come to my office i me my grandpa and grandma they shared me about my uncle's summer vocation trip and blessed me to get a bright furture in my life.,affection
I didn't have to drive my husband to his interview,affection
I had dinner with a friend I hadn't seen in years.,bonding
MY BEST FRIEND BIRTHDAY PARTY,bonding
I was informed that my wife got a 6% pay increase which is  a lot compared to the usual 1.5% most employees usually get so I was very happy and proud of her.,achievement
My little cousin hit her first home run at her softball game last week we are so proud of her,achievement
The most happiest movement was that when I was born.,enjoy_the_moment
"The weather is really nice outside today, it feels like summer is right around the corner.",nature
I got all the laundry done! ,achievement
When I took the kids to the park and they went fishing.,affection
I'm happy that school is out for the year.,achievement
Having a meatball sandwich for dinner ,enjoy_the_moment
I went out yesterday to a public garden and read a new book I just bought.,leisure
I woke up early and felt rested. ,enjoy_the_moment
Seeing a friend I haven't seen in a long time,bonding
My wife and I had a plate of cherries for dessert last night.,affection
The second cab I took only cost me $4.,achievement
"what a beautiful night with my wife, after few days we were busy tonight we feel belong to each other ",affection
I received good feedback on an art series that I'm working on,achievement
"I was happy to open my fridge and see that I had several cold beers waiting for me after a long, tiring day at work.",enjoy_the_moment
I had some of the best sushi I've ever had in my life.,enjoy_the_moment
my memorable day is my school days. i enjoy a lot with my school friend 9and 10class ..we sat last bench. we dnt no ay abt subject i always be failed in all exams.bt last time in 10th I am passed .so surprise for me. so i finally passed....,bonding
I went to happy hour after work.,enjoy_the_moment
My wife gave birth to a baby boy and this made me happy.,affection
I walked my dog along the water. I watched him stick his head into the gate and enjoy the salt air. ,affection
My best friend from school called me after a longtime of 8 years,bonding
"I found out my daughter passed Calculus for the year, which was in doubt.",achievement
My wife and I just planned a vacation ,affection
Watched a great comedy movie with friends and had fun.,bonding
i went to temple,leisure
I played games with my brother.,affection
I ate pizza and it tasted good.,enjoy_the_moment
nan came out with a new YouTube video I've been waiting for.,enjoy_the_moment
I bought a new car which made me happy,achievement
Happy event in my life was when my wife got a teaching job.  Which means that we can move to a better a place and I can follow my dreams.,affection
I played badminton with my 7 year old daughter for the first time.,affection
Had lunch with mom,affection
"actually am here to share my happy moment which was happened yesterday morning . i love my elder sister's son very much who living so far away from our home . yesterday morning suddenly my sister and her son arrived my home without any before intimation that made me so happy for the whole day. i was sleeping at that time when they came suddenly i felt somebody scratching my ear i thought it was a dream, opened my eyes and seen my sister little son was that.",affection
I walked for 6 miles,exercise
My son played good cricket with me.,affection
Watching cricket in the cricket stadium full of huge crowd for the first and team that I'm supporting wins the match.,enjoy_the_moment
"I felt happy today when my middle daughter, Edie, and I walked together for about an hour in the park and stopped to watch the gigantic vulture in the aviary at the center of the park.",affection
I played and had fun at trivia last night at a fun brewery in my neighborhood with my girlfriend. ,affection
My daughter came first at her sports day in school and won a medal,affection
I went on a trip to Goa with my friends and had a great time there.,bonding
I was really happy today when I didn't have to go to work on a Monday.,enjoy_the_moment
Another thing that made me happy was when I found out I would have the house to myself one day this week.,achievement
i slept good last night. i hadnt slept good in days.,leisure
"
The day my baby stood by himself in the living room of our house.",affection
My parents came to visit me and my father went to the store with me and paid for about a hundred dollars worth of groceries for me. ,affection
I played with my cat and took him for a walk. We went around the block and when we got back I had him chase a toy around,affection
I bought a new ball for my 2 year old daughter,affection
I enjoyed a swim party at my local pool.,leisure
I had a day off and I just floated in the pool,leisure
I finally got paid for a big project I did recently!,achievement
"Today i dont have much money, i thought to take breakfast after going to temple. But in temple itself they gave me more food. On returning i got free butter milk.",enjoy_the_moment
"At the afternoon, when I review the money earned in my mturk dashboard ",achievement
My sister had her first child and I became an aunt.,affection
I was able to clean up my room somewhat and get some much needed self care done,achievement
I got recognized for exceptional service by a manager from another department,achievement
My wife gave birth to a baby boy and this made me happy.,affection
I got free pizza at work last Friday. ,achievement
I was chosen to represent my place of employment at a job fair. ,achievement
A close friend of mine is coming to my place after almost 3 years. So excited to see her.,bonding
I was happy that I was able to get through an extremely arduous work week. ,achievement
I reconnected with a high school friend.,bonding
I confirmed that my father-in-law would be there for my daughter's high school graduation.,affection
Paid off a large medical debt.,achievement
I was able to take my dog to a dog park today after not having time to do it for so long.,affection
I won $300 playing blackjack online.,achievement
My friend marriage and reception is very wonderful enjoyment party in the past three month . my office met and college friends are available in their party . we are enjoyed in middle sea on ship . this ship was decorated by the flowers and colour lights . it make me felt very unique and wonderful moment in my life . ,enjoy_the_moment
My baby got to play at an play place with other kids.  He was finally crawling around with them.  He is just learning how to crawl and I was really proud of him for trying so hard!,affection
I finally gained the courage to quit a job that I did not like.,achievement
enjoy with friends,bonding
"My best friend got time off of work, and is flying out to come stay with me for a weekend to be my date to a wedding I was stressing out about attending alone. ",bonding
I quit drinking 2 weeks ago and have been able to resist the urges.,achievement
I saw my husband today after 2 whole days of not seeing him at all.,affection
"I joined an online community which is something I don't normally do, but I actually make some really friendly people on there.",bonding
"I found out my doctor was in network, covered at 100% and no copays or bills for his services would have to be paid!",enjoy_the_moment
I WENT TO BROWSING CENTER,leisure
Spent time with my parents today.,affection
When I saw the ultrasound of our baby move around.  It made me realize how precious life can be and its the little moments that make it all worth it. ,affection
Finished correcting a pile of math tests at work.,achievement
i went to see the latest move five times,leisure
Two months ago I went on a trip to Goa with my friends and enjoyed a lot and I was happy.,bonding
Yesterday we celebrated my son birthday.,affection
I got to see My fiance play an Ultimate frisbee game.,affection
A girl told me that she was interested in me romantically.,affection
I made over $30.00 today at my job taking pizzahut orders,achievement
Getting to eat hot dogs and drink beer with some really good friends of mine (both male and female) on Valentine's Day.,bonding
"yesterday we went to one craft village in our place, it was beautifully maintained and well furnished, the evening we spent there gave us real happy moments",enjoy_the_moment
My son has started speaking complete sentences for the first time.,achievement
Last week my son got accepted at competitive school program.,achievement
"My car broke down on the way to the wedding, a complete stranger stopped when he saw me in a tux and insisted on giving me a ride that was an hour out of his way.",bonding
In the morning i was happy due to find many HITS on Mturk. i did around 2 hours work and earn $10.00 in 2 hours.,achievement
"Had a good brunch with my husband and in-laws, which involved waiting in line for 2 hours but we met several interesting people in line and had conversations with them.",affection
This morning I watched the sunrise with my girlfriend.,affection
I scratched off a Jumbo Buck and won $75. I am never that lucky!,achievement
I wrestled with my husband in bed this morning and our boys jumped in.,affection
last week my girlfriend was angry with me. because of she did not give importance to me. that was a big problem between us.,affection
"I discovered one of the best TV shows I have ever seen, Westworld.",leisure
"My infant fell and bumped her head, we thought her injuries were serious, however when we took her to the Dr. we discovered she was healthy and sustained no serious injuries.",affection
I was happy recently within the last 24 hours when I did well on an important quiz in one of my classes.,achievement
"I watched Sleepless in Seattle with my girlfriend and we cuddled in bed while watching it with chips, salsa, and wine.",affection
"My happiest moment was when I gave birth to my son. After nine long months of waiting to meet him, at last that day came. I was just so happy, and its unexplainable!",affection
"I met my sales goals for the month of April, and as a result was able to qualify for my performance bonuses.",achievement
I woke up this morning to my daughter laughing at the April fools joke I set up for her.,affection
I got 5000 Rupees  Prize contest,achievement
Buying a new smart phone.,achievement
I was able to quit my old job and get a new one.,achievement
"the happiest movement is change to person to person and time
to time, as far as regarding my happiest movement is
concerned when i completed my high school, it is definitely
an unforgettable movement for me all my family members was
waiting my result, it was just momentum movement,
",affection
"Unfortunately, I went to my grandma house. On the day my brother came there. That day is his birthday. Suddenly I am go to gifts shop with him and then we purchased many things. On seeing the gifts which I selected, he felt very blissful.",affection
I went on a pub crawl with a good friend I hadn't really been out in months and we had a really good time.,bonding
Something that made me happy in the past month was when I received a bouquet of flowers. ,enjoy_the_moment
"I was up late last night and FX was showing Fargo from last season and I was glad to watch it again, am looking forward to the new season coming up.",leisure
"I went to see my girlfriend, she resides in Madurai and that moment made me feel happy.",affection
Watching my son getting his belt test in Tea Know Do. We have been working so hard for him to move up and watching in achieve his goal was awesome ,affection
Watching an excellent tv show.,leisure
A friend and I drove to Madison and went to an Asian Sweet Bakery shop. ,bonding
I cooked dinner for my wife and she said it tasted really good.,affection
My husband was stopping to get something to eat and he took the time to text me and ask me if I needed anything. ,affection
I shot my best round of golf in years the other day.,achievement
I WENT TO TEMPLE.,leisure
My sister paid me back the 600 I lent her. ,affection
My third test came back and my blood sugar levels are still under control with no meds.,achievement
I had continuous green lights while driving to work. ,enjoy_the_moment
I WENT TO MOVIE,leisure
While driving from office to home.,enjoy_the_moment
"I had a good snuggle session with one of my cats, and it made me very happy and relaxed.",affection
I was able to purchase a Nintendo Switch a product that is in high demand with low stock.,achievement
my mom made me my favorite pancakes after long time.,affection
We are throwing a gender reveal party this Friday and we found out most of our guest list is coming,enjoy_the_moment
A childhood friend came back from North Carolina to visit family,bonding
"When i am getting ready to go to my office, my parents send off with cute smile and say ""Have a nice day and Take care.""",affection
"I was happy when portillos brought back the mint chocolate chip shake, it should be year round!",enjoy_the_moment
My fiance and I started looking for houses online so we can move in the next couple months.,affection
I woke up today with no heartburn.,achievement
I was able to negotiate a lower price for auto and homeowners insurance for the next year,achievement
"While at work, I was able to solve an issue that others were struggling with.",achievement
I made a fantastic sandwich yesterday.,achievement
I transferred money into my bank account.,achievement
I got to take a walk with my 12 month old son and my husband. The weather is ver beautiful right now. cool and sunny.,affection
I received an old painting that my grandmother did.,affection
"THE HAPPIEST MOVEMENT IS CHANGE TO PERSON TO PERSON AND TIME TO TIME, AS FAR AS REGARDING MY HAPPIEST MOVEMENT IS CONCERNED WHEN I COMPLETED MY HIG SCHOOL, IT IS DEFINITELY AN UNFORGETTABLE MOVEMENT FOR ME ALL MY FAMILY MEMBERS WAS AN UNFORGETTABLE MOVEMENT FOR ME ALL MY FAMILY MEMBERS WAS WAITING MY RESULT, IT WAS JUST MOMENTUM MOVEMENT.",achievement
I got complimented on my new shirt at work.,achievement
"Yesterday was my birthday, throughout the dayfrom coworkers I was getting unexpected birthday wishes from people who I would never guess would even remember. ",bonding
I was flirting with a girl I am attracted to.,affection
My son told a joke that made me laugh.,affection
KIDS PLAYING WITH ME AND LOT FUNNY MOMENTS ARE HAPPENED.,affection
MY BEST FRIEND MARRIAGE PARTY,bonding
I celebrated one year of sobriety a few days ago.,enjoy_the_moment
Knowing my daughter is not too sick after visiting the doctor,affection
I passed my hardest class with a B and now I never have to take another Economics class for the rest of my life!,achievement
I met my current boyfriend 2 months ago after a concert I attended.,affection
I went to see Guardians of the Galaxy 2,leisure
MY FRIEND MARRING,bonding
When i came to my office. I met my grandpa and grandma they shared me about my uncle's summer vocation trip and blessed me to get a bright future in my life.,affection
I finally got new tires and my truck runs smoother.,achievement
My roommate brought me home free food from the restaurant that he works at.,bonding
My boyfriend told me that he loved me for the first time about a month ago.,affection
"had breakfast with my wife, something that only happen when holiday",affection
I found out that when my daughter gets married in Feb she is going to take her cat with her! I am overjoyed!,affection
My husband and my mother had a birthday dinner/party for me at one of our favorite restaurants and several of my cousins came.  ,affection
I felt really happy when I was complimented on how good I looked when wearing contacts instead of glasses.,enjoy_the_moment
I woke up before my alarm goes off to a sunny day.,achievement
Going to a college football game with my daughter.We have fun cheering for out team. ,affection
"My nephew called me today and made me laugh, he was talking about his adventurous school day. It was hilarious. ",affection
Completed the itinerary for my road trip by hashing it out with my girlfriend.,affection
My mom gave me 3 thousand dollars for my Honda Civic 1999 car.  I don't have to take buses anymore.  ,affection
My daughter who was born premature had complications initially with her lungs. When she was first born they didn't think she would survive due to her lungs being so underdeveloped. A month and a half ago she was cleared to come off of nasal oxygen and is breathing all on her own now. This was never a sure thing and its amazing to see her make so much progress.,affection
I ran into my old boss and we will meet up to get coffee at a later date.,bonding
"I have been sick for the past three days and when I woke up this morning, I noticed that I am starting to feel better.",achievement
I had a nice hot shower on a cold day.,enjoy_the_moment
My 4 year old son was trying to impress his mother yesterday. After dinner he asked for a piece of chocolate. We have mini Hershey bars so I put one on the counter. My son pointed at the chocolate bar and with his finger moving across the letters he said. Mom it says Turkeys. It made me laugh,affection
 The final four was on t.v.,leisure
"I met my neighbor's new dogs, and was excited to spend an afternoon with them. ",bonding
My mom offered to bring us supper out of the blue tonight and we enjoyed a great family meal together.,affection
"I cleaned out the spare bedroom, which was full of boxes. ",achievement
I went to lunch with my girlfriend and her family,affection
I ate pizza for dinner.,enjoy_the_moment
I WENT TO MOVIE,leisure
"I got an offer from a company to work on their project two months ago, I started working on the project within that week. The time I was waiting for the day of the joining, it kept me on my toes thinking about what it would feel like working in that company.",achievement
I got a job after college.,achievement
My family is finally helping me pack for the move. I've been getting the house ready to move for what seems like a month now and no one was helping me but now that it sold - they are all helping me and doing what I tell them to.,affection
"I got to work and thought I'd be working all night with a particularly disliked coworker, but found instead I was working with something of an A Team of my favorite, most productive people.",bonding
Having Indian food for lunch.,enjoy_the_moment
"Usually, I work in an office. I find sitting at a desk all day to be incredibly boring. One time, I got a chance to go out of the office for some work in the field instead of sitting at my desk.",enjoy_the_moment
"the happiest movement is change to person to person and time
to time, as far as regarding my happiest movement is
concerned when i completed my high school, it is definitely
an unforgettable movement for me all my family members was
waiting my result, it was just momentum movement,",achievement
"the happiest movement is change to person to person and time
to time, as far as regarding my happiest movement is
concerned when i completed my high school, it is definitely
an unforgettable movement for me all my family members was
waiting my result, it was just momentum movement,",achievement
I tried my new rollerblades in the park and they worked really well.,leisure
Going to the zoo with my family.,affection
The new season of one of my favorite shows is on Netflix. ,leisure
"I was reading a message board post online, and the story being told ended up being a joke and it was funny.",enjoy_the_moment
MY COUSIN BROTHER GOT STATE 7TH RANK IN INTERMEDIATE SO I AM HAPPY THAT,affection
My wife and I managed to get a lot of packing done for our big move in 3 days.,affection
A girl I like texted me back when I assumed she would not ,affection
ALL MY RELATIVE AND FRIENDS ARE CAME TO MY HOME FOR PARTY I REALLY ENJOYED,bonding
I made the decision to drop out of my PhD program and pursue a full-time job instead.,achievement
We spent our first weekend at the lake for the summer last week.,nature
"I went to a taping of the television show American Ninja Warrior with my mom and, even though I'm not a fan of the show and went to support my mom (who loves it), it was fun and exciting to see people run the course.",affection
MY SISTER'S MARRIAGE FUNCTION,affection
My mechanic called to tell me that my car will be ready to be picked up two days sooner than expected.,achievement
We brought some clothes to cousin he love it and mom to like clothes very much,affection
My coworkers and I went to a fun outing and had dinner afterword.,bonding
I watched a Star Wars movie with my young nephew and he was really into it.,affection
I ate one of my favorite chocolate bars for dessert.,enjoy_the_moment
I have bought a used car and it is my first car that I have and it makes me quite happy. ,achievement
I drank some excellent quality Shui Shan Chinese Wulong tea during my tea break.,leisure
I found a potato in the microwave that my roommate left for me.,bonding
Finishing work for the day,achievement
I got a lot of work done and made more money than I had planned,achievement
Found my old harmonica in my cupboard after a very long time.,enjoy_the_moment
This month my son and daughter had their birthdays and it was very special because my son returned home after one month of his camping.,affection
My really good buddy asked me if I would be a groomsman in his wedding next year.,bonding
I finally figured out what was causing my truck to not start up.,achievement
Watching my daughter win her first award at her school's banquet.,affection
"We found a house within our price range and decided to move. It was a matter of having what we all needed, together. It made me happy for several reasons. It was a level of commitment in my relationship. It allowed me to provide a level of security to those I love in a better environment. We all worked together to budget, clean, pack, move.",achievement
I was happy when I read my daughter a bedtime story.,affection
I saw a really funny video on youtube. It made me laugh for a while and I showed it to quite a few people. ,leisure
My wife brought me lunch at work.,affection
My dog kissed my face this morning,affection
"I bought a new phone, it's top of the line and it's really expensive and I was saving for it for a long time and I felt happy to finally able to purchase it and use it.",achievement
My mother in law gave me a surprise by gifting me my favourite watch,affection
I was able to find a good deal on car parts that I have been looking for for a while now.,achievement
My youngest son was playing on the playground and was so happy that I helped him reach a higher object.,affection
Movie night with my daughter and my niece,affection
My daughter passed her cosmetology state board test,affection
Yesterday my university result was came. I was very eager to know that. I saw the result and i was very happy. The result was positive to me.,achievement
When my alma mater and favorite team won the NCAA basketball championship. ,achievement
"My father, who I care for full time, was able to get out of bed today and walk for ten minutes.",affection
my memorable day is my school days. i enjoy a lot with my school friend 9and 10class ..we sat in last bench. we dnt no ay abt subject i always be failed in all exams.bt last time in 10th I am passed .so surprise for me. so i finally passed....,bonding
"Coming back to work from a 3 week vacation and my parents received me with hugs, smiles and lots of kisses ",affection
"Early this morning, my cat crawled into bed with me and my boyfriend to cuddle. ",affection
Getting a full boxing workout today. I worked out a good sweat and I was glad that I finished it despite procrastinating.,exercise
I received a free washer and drier.,enjoy_the_moment
I got bids to fix a cement sidewalk that were outrageously overpriced so I found a cement man that did the job with new replacement cement for less than lift and straightening my old sidewalk. ,achievement
My boss told me he was proud of the project I completed and how helpful it will be to the lab.,achievement
I booked tickets to see my parents ,affection
My cat cuddled with me when I went to sleep. ,affection
Getting new strings for my guitar.,leisure
I was contacted by an old professor of mine with the potential of part time work under his small company.,achievement
My wife and I went out for sushi for the first time in over a year.,affection
I moved out of my office 45 minutes away to work closer to home.,achievement
TODAY I PURCHASED A NEW SAREE FOR ME. THE SAREE COLOR IS VERY ATTRACTIVE FOR ME. WHICH MAKES ME HAPPY.,enjoy_the_moment
I went to lunch with some friends today,bonding
Yesterday evening I rode my bike after approximately 10 days because all these recent days I have been driving my newly purchased car only.,exercise
I had a great work day yesterday. It was stress free and I got a lot done.,achievement
"It's never about the place. It's about the people you spend time with. I have never been much happier. Whenever I went to Tirupati and was traveling back to Bangalore, I felt like I had failed my most important exam, maybe I was missing a train. I cried like a small baby every time I left that place. This time it was different, this time I was happy. I was myself, my true self. Peace!",enjoy_the_moment
I fed my son waffle for breakfast.,affection
My husband came over to our rental property and helped me stage everything. ,affection
The event that made me happy was when my wife cooked my favorite food. It was unexpected because I did not know that she had the ingredients for it.,affection
Completed a project that I've been working on for a while and needed to get done before having out of town company..,achievement
Talking to my girlfriend over the phone and making weekend plans,affection
"My happiest moment was when I gave birth to my son. After
nine long months of waiting to meet him, at last that day
came. I was just so happy, and its unexplainable!",affection
"While riding in the car, a song that I enjoy came on the radio.",leisure
I tried a new shampoo and conditioner and I really like the way my hair smells.,achievement
I decided to close my costume shop and focus on selling my artwork instead.,achievement
I discovered I had gotten a raise yesterday and didn't even know it!,achievement
I got a new job. ,achievement
"I have a favorite tv show, and today a new episode which I did not realize was going to air, happened to come on.",leisure
We found out we finally get to move into the apartment we've been waiting a year for.,achievement
" I've started to notice ... 3. Have a habit of disengagement. ve good aThe richest, happiest and most ... can bring happiness, is that you need to concentrate in order to make progress.in my life in ve good last 3 months in ve good ve happying in ve good v coll in  good in live in good my life happeing in good ve all bedt ",enjoy_the_moment
I won some money on a scratch off ticket.,achievement
"When my girlfriend accepted to marry me, i was so nervous but in the end, she said yes!",affection
Being able to run a half mile cheered my day up.,exercise
My husband worked 12 hours and surprised me by bringing home dinner.  It was barbequed wings.,affection
I laughed at a funny joke told by a co-worker,bonding
"A neighbor's 13 year old boy did some yard work at my home, did a fantastic job and the garden area is looking great!",achievement
My boyfriend got an offer for a new job that is a much better fit for him.,affection
my memorable day is my school days. i enjoy a lot with my school friend 9and 10class ..we sat in last bench. we dnt no ay abt subject i always be failed in all exams.bt last time in 10th I am passed .so surprise for me. so i finally passed....,bonding
I spent a holiday with family and good friends for a wonderful fun day,affection
"This morning, my dog came up and lied next to me in bed to snuggle. He has been doing this less and less recently, so to have him do it again made me happy.",affection
"I am very happy to share with you that yesterday, my husband had received a very big business contract from abroad and this is the first ever foreign order in our business for the past 15 yrs. So, not only me & my hubby, our whole family, our close relatives, our neighbours etc., are all happy with us.",achievement
I was very happy when I took my kids to play at the park.,affection
Two weeks ago I had a small trip with my close friends. We had a bike trip and enjoyed that weekend with some drugs and drinks.At the end of the day so much of rain around us. We are so happy and very memorable day that was...,bonding
I was able to get all my chores done before the end of the day.,achievement
Re-watched a favorite TV show.,leisure
I WENT TO TEMPLE.,leisure
I went for a long run around a lake in a nice city park early in the morning.,exercise
"There was a reorganization at work, and I didn't lose my job, yet.",achievement
I got a higher qualification at work not required at my level.,achievement
"I took the boys for a walk to the park and my oldest rode his bike, and listened the whole time!",affection
My husband and I hung our DIY headboard.,affection
Went to library and they had the book I wanted to read.,leisure
My mom let me know she finally got a job offer after months of searching.,affection
"Yesterday I found out my sister is coming to visit me this weekend, and that made me happy.",affection
I played with my cat.,enjoy_the_moment
I was happy when I was able to leave the hospital after a successful surgery in April.,achievement
I WENT TO MOVIE,leisure
My son's 3rd birthday party was last Sunday and everything went even better than expected.,affection
"A month ago, I was very happy when my husband's brother gave us a riding lawn mower so my husband who has had open heart surgery wouldn't have to use a push mower anymore.",affection
My trip to North Carolina ,enjoy_the_moment
My brother had a child 3 days back.,affection
I am happy when my family and I  make it home safely from a hectic drive through the city where I live.,affection
No one knows anything about the fashion industry in Brazil. They don't care what you do. They just want the beach and the sun and the fun. I feel the freest and the happiest there.,enjoy_the_moment
MY MOM'S BIRTHDAY CELEBRATION SO I REALLY ENJOYED AT THE TIME,affection
While getting ready to office i met my school day friend and we both share more things about our school days and remember lot of happiness.,bonding
WHEN MY ONLINE PURCHASE FINALLY ARRIVES AT MY HOUSE. AT THAT TIME. I FELT HAPPY TO HOLD THAT BY MY HANDS. BECAUSE THAT IT ONE OF MY FAVORABLE THING.,enjoy_the_moment
I got to watch the cavs vs celtics game with my parents.,affection
"My happiest moment in my life for my 28th birthday my daddy presented me a new smart phone surprisingly date day i was so exited....i can't forget date day in my life, date was my family first surprise given by my daddy..rest surprise given by my daddy",affection
I received my new microscope in the mail this morning.,enjoy_the_moment
I won money playing in a poker game. ,achievement
My first child got full marks (100/100) in his first test of this year conducted in his school. ,achievement
I found out I had more money than I thought and was so excited.,enjoy_the_moment
The new album for an artist that I enjoy was recently released. I was able to listen to album and have gotten some of the songs stuck on my mind. They are very fun to listen to.,enjoy_the_moment
I paid off some bills.,achievement
I met a new business contact.,achievement
My sons father is doing very well in school,achievement
Finding a new lip serum that seems to work and smells amazing.,enjoy_the_moment
Today I found out my car insurances is lower by about 30 bucks a month.,enjoy_the_moment
I was able to buy a plot and a house in my name with my savings and little help with bank loan. ,achievement
I WENT TO TEMPLE.,leisure
I got my new ID card in the mail on Saturday. I have been without an ID for so long and I've lost some of my papers so I was afraid I'd never be able to get a new ID card but that's all in the past.,achievement
It made me really happy when I was finally able to take my daughter to her favorite play place in town.,affection
I was happy when my brother bought me lunch for having taken him to the doctor.,affection
I saw intriguing cricket game between my favorite IPL team Mumbai and Punjab.,leisure
I visited my friend at her new workplace. ,bonding
"I got a coupon for very cheap cigarettes in the mail a few days ago, that I'd been waiting for for months and months, and thought I would never see.",achievement
I met up with a woman I am interested in and we took a long walk and talked about a lot of stuff.,affection
I got to relax outside at a waterfront bar for a few hours and discuss important issues with my roommate.,leisure
The third event that made me happy is that I woke up five minutes early and was able to lay in bed and enjoy the birds chirping. ,enjoy_the_moment
I got a stock dividend.,achievement
"I walked past the mirror and noticed my reflection, all the hard work I am putting in to get healthy is paying off!",achievement
I was happy when I began working online and actually making money.,achievement
I got a text messages from some friends in London.,bonding
I received two bonuses that I had forgotten I was going to get on mturk today. ,achievement
I hung out and talked with co-workers.,bonding
I visited my sister,affection
When I managed to bake bread with yeast for the first time,achievement
In last Week I was attend a interview at TOP MNC Company After I get that Good Information I Feel Very happy.,enjoy_the_moment
I went hiking with my friends.,bonding
My husband bought the family a large swimming pool.,affection
I WANT TO TEMPLE,leisure
My wife came home from Europe.,affection
Completing this hit makes me happy as I reflect on all the positive things in my life!,achievement
"When I finally finished a chapter's worth of homework, it felt like a relief.",achievement
We enjoyed a fun family dinner out last night complete with chocolate fountain!,affection
"Had dinner at an upscale and delicious Greek restaurant with a cozy atmosphere, with family for for mother's day.",affection
An event that made me happy was my brother choosing to go into the military.,affection
"My happiest moment was when I gave birth to my son. After
nine long months of waiting to meet him, at last that day
came. I was just so happy, and its unexplainable!",affection
I got a message from my girlfriend after a long period of silence.,affection
My child told me she loved me and that i was her best friend.,affection
I WENT TO MOVIE,leisure
Yesterday I've managed to complete and submit an mTurk hit with a potential pay of $10.00,achievement
I played with my niece and nephews.,affection
My son has ASD (Autism Spectrum Disorder) he has been on a waiting list for speech therapy rehab for one year. Finally I got a call from the Rehabilitation center saying that he has been accepted! I was so happy!,achievement
Yesterday i went to buy new shirt and i was very happy because i got 50% discount on that shirt because the shopper selected my name for all the people present in the store in the lucky draw.,achievement
My husband brought home some really tasty tortilla chips.,affection
I bough a new car.,achievement
"My last day of work is today, and I have the whole summer off. ",enjoy_the_moment
My sister bought me some scratch off lottery tickets for my birthday.,affection
I got to pet a dog.,affection
I went to a convention and saw my friends that live in a different state.,bonding
my friends are celebrating my birthday function. that made me happy. they present many gifts to me,bonding
My daughter scoring very high on her state assessment tests.,achievement
"Spending the whole day with my girlfriend, I feel very comfortable around her and honestly time flees while I'm with her",affection
"I was preparing a scrap book for another friend for her birthday. It had screenshots of our chats during the past year, photos, and notes. She teared up going through it and told me aI donat know what have I done to deserve people like you caring this mucha",bonding
I found a cheaper than expected flight to LA for a summer I've been planning for awhile. ,achievement
I was able to see my friend doing what she loves at one of the biggest events in that industry.,bonding
Laughing so hard when telling a story I can barely make it to the end.When I've finished a really good book and I just put it down on my lap and stare into space for a couple minutes because I need to collect myself and return to reality.,achievement
